tumorVSnormal_PValue	tumorVSnormal_diff	gene	Group	Island
cg05827943	3.78391550198781e-08	-0.00716097169301729	HNRNPA2B1;CBX3;CBX3;CBX3;HNRNPA2B1	TSS1500;1stExon;5'UTR;TSS200;TSS1500	Island
cg10141938	0.839292838660027	-0.00275847676608418	HNRNPA2B1;HNRNPA2B1;CBX3;CBX3	Body;Body;TSS1500;TSS1500	Island
cg11010242	0.0282333462605342	-0.000905445334968332	CBX3;CBX3;HNRNPA2B1;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS200	Island
cg11844827	0.392588924189835	0.000274079913575444	HNRNPA2B1;HNRNPA2B1;CBX3;CBX3;HNRNPA2B1;HNRNPA2B1	1stExon;1stExon;TSS1500;TSS1500;5'UTR;5'UTR	Island
cg12647142	0.687425837142374	0.000334109257069511	CBX3;HNRNPA2B1;CBX3;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS1500	Island
cg13351698	0.132239041042707	-0.00618780639133411	CBX3;CBX3;HNRNPA2B1;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS200	Island
cg17545334	0.138809885206315	-0.00152824055825639	CBX3;HNRNPA2B1;CBX3;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS1500	Island
cg17671317	0.643846014319283	-0.0037897480255185	CBX3;HNRNPA2B1;CBX3;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS1500	Island
cg19062098	0.106334718168807	0.000115619206119737	HNRNPA2B1;HNRNPA2B1	Body;Body	Island
cg19142553	4.30985544034059e-06	-0.0922369253565751	HNRNPA2B1;HNRNPA2B1	Body;Body	N_Shelf
cg19658926	0.14541441311291	-0.000636429728901152	CBX3;CBX3;HNRNPA2B1;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS200	Island
cg20706192	0.518981280132555	-0.00123261288485964	CBX3;HNRNPA2B1;CBX3;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS1500	Island
cg21815882	0.0127166505705594	0.00117362516241107	CBX3;HNRNPA2B1;CBX3;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS1500	Island
cg23401436	0.79196008439678	0.00196622140469138	HNRNPA2B1;HNRNPA2B1	3'UTR;3'UTR	
cg24274982	0.112806141390692	-0.000619206119797306	CBX3;CBX3;HNRNPA2B1;HNRNPA2B1	TSS1500;TSS1500;TSS200;TSS200	Island
cg26451575	0.555930425871095	0.000105815413363824	CBX3;HNRNPA2B1;CBX3;HNRNPA2B1	TSS1500;TSS1500;TSS1500;TSS1500	Island
cg00993952	0.00364189622214917	-0.0260190207156309	HNRNPC;HNRNPC;HNRNPC;HNRNPC	3'UTR;3'UTR;3'UTR;3'UTR	
cg02106430	0.178649267107213	-0.00962389815909728	HNRNPC;HNRNPC;HNRNPC;HNRNPC	TSS1500;TSS1500;TSS1500;TSS1500	Island
cg07460838	0.490050039276639	-0.00634715908261428	HNRNPC;HNRNPC;HNRNPC;HNRNPC	TSS1500;TSS1500;TSS1500;TSS1500	Island
cg10255675	0.0791876636764627	-0.0109065351318998	HNRNPC;HNRNPC;HNRNPC;HNRNPC	TSS200;TSS200;TSS200;TSS200	Island
cg11843050	0.737249186787745	-0.00278046394837893	HNRNPC;HNRNPC;HNRNPC;HNRNPC	5'UTR;5'UTR;5'UTR;5'UTR	N_Shore
cg11869784	0.369405351133022	0.0105252485437744	HNRNPC;HNRNPC;HNRNPC;HNRNPC	TSS1500;TSS1500;TSS1500;TSS1500	S_Shore
cg13673563	0.965671813083408	-0.0187224506927115	HNRNPC;HNRNPC;HNRNPC;HNRNPC	TSS1500;TSS1500;TSS1500;TSS1500	S_Shore
cg15413271	0.188208185016771	-0.0158977116454254	HNRNPC;HNRNPC;HNRNPC;HNRNPC	5'UTR;5'UTR;5'UTR;5'UTR	
cg17002899	0.00126609556055638	0.0137907312515517	HNRNPC;HNRNPC;HNRNPC;HNRNPC	5'UTR;5'UTR;5'UTR;5'UTR	
cg21438664	0.83140174414038	-0.00707976320822327	HNRNPC;HNRNPC;HNRNPC;HNRNPC	TSS1500;TSS1500;TSS1500;TSS1500	Island
cg22855988	0.0365086341236014	0.0415187090322499	HNRNPC;HNRNPC;HNRNPC;HNRNPC	5'UTR;5'UTR;5'UTR;5'UTR	
cg22872033	0.000369899833270483	0.0661765295843735	HNRNPC;HNRNPC;HNRNPC;HNRNPC	5'UTR;5'UTR;5'UTR;5'UTR	
cg26248608	0.699696588054398	-0.00111915283434782	HNRNPC;HNRNPC;HNRNPC;HNRNPC	TSS1500;TSS1500;TSS1500;TSS1500	Island
cg00940232	2.5215204977993e-06	-0.0371516255711768	RBMX;RBMX;RBMX;RBMX;SNORD61	Body;5'UTR;5'UTR;Body;TSS1500	Island
cg02936290	9.99958839242786e-06	-0.0629035752346762	RBMX;RBMX;RBMX;RBMX;SNORD61	Body;5'UTR;5'UTR;Body;TSS1500	Island
cg03435229	0.881810878833914	-0.00387229594592564	RBMX;RBMX;RBMX;RBMX	Body;Body;3'UTR;Body	
cg04419618	0.000441321875265244	-0.0504807953400779	RBMX;RBMX;RBMX;RBMX	TSS200;TSS200;TSS200;TSS200	Island
cg10703213	0.113513543345368	-0.0355291376516446	RBMX;RBMX;RBMX;RBMX	TSS1500;TSS1500;TSS1500;TSS1500	S_Shore
cg12517167	0.417633122334773	-0.0189589468459387	RBMX;RBMX;RBMX;RBMX;RBMX;RBMX;SNORD61	Body;1stExon;5'UTR;5'UTR;Body;1stExon;TSS1500	Island
cg13682241	0.116822841783881	-0.0391887005649718	RBMX;RBMX;RBMX;RBMX	TSS200;TSS200;TSS200;TSS200	Island
cg14642832	0.00104183229875992	-0.0642252704419043	RBMX;RBMX;RBMX;RBMX	TSS200;TSS200;TSS200;TSS200	S_Shore
cg16851485	1.07225120507891e-15	-0.0558988824654367	RBMX;RBMX;RBMX;RBMX;RBMX;RBMX;SNORD61	Body;1stExon;5'UTR;5'UTR;Body;1stExon;TSS1500	Island
cg18432711	7.52334542191133e-05	-0.0266412363684141	RBMX;RBMX;RBMX;RBMX;SNORD61	Body;Body;Body;Body;TSS200	N_Shore
cg19948991	6.07091492732556e-11	-0.0773579096045198	RBMX;RBMX;RBMX;RBMX	Body;Body;Body;Body	N_Shore
cg21547183	1.08794730640185e-16	-0.0960239091081609	RBMX;RBMX;RBMX;RBMX	TSS200;TSS200;TSS200;TSS200	S_Shore
cg27074040	0.00197832649997646	0.00689732842815216	RBMX;RBMX;RBMX;RBMX	TSS1500;TSS1500;TSS1500;TSS1500	S_Shore
cg27138147	0.0225887366980724	0.0353231390239267	RBMX;RBMX;RBMX;RBMX	TSS200;TSS200;TSS200;TSS200	S_Shore
cg02622557	0.083516151117984	-0.00736467977634704	EIF3A	TSS1500	S_Shore
cg03331490	0.38683266427245	0.000156519073271142	EIF3A	TSS200	Island
cg03428375	1.48998775104863e-09	0.0182689776493095	EIF3A	Body	Island
cg03948139	0.998959429422724	-0.00573344720360891	EIF3A	Body	S_Shelf
cg04126427	0.986473169509268	-0.00502159812552008	EIF3A	TSS1500	S_Shore
cg04478430	0.306408869092397	0.0193350975926668	EIF3A	Body	S_Shore
cg08078028	6.44331052903772e-05	0.00965549862041781	EIF3A	Body	Island
cg10063753	0.38454547172727	-0.00162843691148776	EIF3A	1stExon	Island
cg10785295	0.171799150523353	-0.00356222353611001	EIF3A	TSS200	S_Shore
cg11223711	0.735036723330046	-0.000362900188323918	EIF3A	TSS1500	S_Shore
cg12102702	0.00133244000809653	0.00614535029708396	EIF3A	Body	
cg13244211	0.144467746115126	0.00131565132337574	SNORA19;EIF3A	TSS1500;Body	
cg13896402	0.00404639523971049	-0.00157675148542321	EIF3A	TSS1500	S_Shore
cg14305943	0.0443241483203779	0.0245408159243201	SNORA19;EIF3A	TSS1500;Body	
cg14834741	0.910955984454367	-0.00054720798843777	EIF3A	Body	
cg15023278	0.207949087527958	9.2169228747864e-05	EIF3A	TSS200	Island
cg17038056	0.580286951508693	0.000126474109112262	EIF3A	Body	
cg18480168	5.24240221369308e-11	0.0120630293872903	EIF3A	Body	
cg19210816	0.615129326131215	-0.00302615001678869	EIF3A	Body	N_Shore
cg19322445	0.458437823096934	-0.00087886100526946	EIF3A	Body	Island
cg21289924	0.60121262678426	-0.00121774770434599	EIF3A	Body	Island
cg25157868	0.44413798811951	-0.00119701017533096	EIF3A	Body	Island
cg26172385	0.0439896868686728	0.00039620724390137	EIF3A	TSS200	Island
cg26862731	0.0610022976807	-0.0014751843092613	EIF3A	Body	Island
ch.10.2544207F	0.632900424212029	0.0011838829763938	EIF3A	Body	N_Shelf
ch.10.2545189R	0.000641753351020588	-0.00899340501321194	EIF3A	Body	
cg00158333	7.99824180043515e-34	0.282780439860435	IGF2BP1;IGF2BP1	Body;Body	Island
cg00441918	0.322723035232366	0.00839021591556083	IGF2BP1;IGF2BP1	Body;Body	Island
cg01384163	1.80056482508428e-19	0.174593360487014	IGF2BP1;IGF2BP1	TSS1500;TSS1500	Island
cg01885832	0.0146840464409192	0.0287921086439225	IGF2BP1;IGF2BP1	Body;Body	Island
cg02782889	0.112181431824829	0.0524533175666798	IGF2BP1;IGF2BP1	TSS200;TSS200	Island
cg03171361	1.22721144567622e-13	0.185511210382634	IGF2BP1;IGF2BP1	Body;Body	Island
cg04846243	2.88670469476768e-15	0.226685867676901	IGF2BP1;IGF2BP1;IGF2BP1;IGF2BP1	1stExon;1stExon;5'UTR;5'UTR	Island
cg04865565	0.000595053666556169	-0.0166731229652974	IGF2BP1;IGF2BP1	3'UTR;3'UTR	
cg05444434	0.0443909364642244	-0.00418418736039942	IGF2BP1;IGF2BP1	Body;Body	N_Shelf
cg06638433	2.22653251468907e-14	0.166755601541628	IGF2BP1;IGF2BP1	1stExon;1stExon	Island
cg07017153	0.207853337049466	0.0209110497963474	IGF2BP1;IGF2BP1	Body;Body	
cg07075026	0.624569058194435	0.05449054730726	IGF2BP1;IGF2BP1	Body;Body	Island
cg07738730	4.9887636233377e-22	-0.208443180192411	IGF2BP1;IGF2BP1	Body;Body	S_Shore
cg07854959	0.518143239859177	0.0173319647002146	IGF2BP1;IGF2BP1	Body;Body	S_Shore
cg08125539	1.81740106918828e-10	-0.123793786770611	IGF2BP1;IGF2BP1	Body;Body	S_Shelf
cg09029085	0.239845730046431	0.0174449021153593	IGF2BP1;IGF2BP1	Body;Body	S_Shore
cg10251328	0.000936376390586624	0.0527093037854561	IGF2BP1;IGF2BP1	TSS200;TSS200	Island
cg10950924	0.00151884305767964	-0.0446677710623519	IGF2BP1;IGF2BP1	Body;Body	Island
cg11673840	0.000145656781520366	-0.0341994883136986	IGF2BP1;IGF2BP1	Body;Body	Island
cg12314713	5.29050281328413e-11	0.253975796726958	IGF2BP1;IGF2BP1	TSS200;TSS200	Island
cg12382333	0.0591002854579757	-0.0285129330355187	IGF2BP1;IGF2BP1	Body;Body	S_Shelf
cg12477716	1.70391341344956e-22	0.239843713046906	IGF2BP1;IGF2BP1	TSS1500;TSS1500	Island
cg13877465	0.0211922241569132	0.0267381458123478	IGF2BP1;IGF2BP1	TSS200;TSS200	Island
cg14335894	1.0798545643791e-28	0.295095540810814	IGF2BP1;IGF2BP1	1stExon;1stExon	Island
cg14484274	0.000619139751357659	-0.0768400589789638	IGF2BP1;IGF2BP1	Body;Body	N_Shore
cg14634687	0.722790972072203	-0.00584231083665393	IGF2BP1;IGF2BP1	Body;Body	S_Shelf
cg15940260	9.07404056438092e-05	0.028840039270645	IGF2BP1;IGF2BP1	Body;Body	N_Shore
cg16449699	0.232367351884352	0.0947384699046714	IGF2BP1;IGF2BP1	TSS200;TSS200	Island
cg17217189	0.0568565094835645	0.0446817449889779	IGF2BP1;IGF2BP1	TSS200;TSS200	Island
cg17629148	0.845668559237389	0.0201757638797634	IGF2BP1;IGF2BP1	Body;Body	S_Shore
cg17787134	1.10903927810694e-16	0.262542245142264	IGF2BP1;IGF2BP1	TSS1500;TSS1500	Island
cg18128536	0.620651016134809	0.0288983744288231	IGF2BP1;IGF2BP1	Body;Body	Island
cg18129628	0.488004741412841	0.00426801048190611	IGF2BP1;IGF2BP1	Body;Body	Island
cg18179002	0.464392552101335	0.0341688163330845	IGF2BP1;IGF2BP1	TSS1500;TSS1500	Island
cg18183624	0.80152301473746	-0.0413617884932633	IGF2BP1;IGF2BP1	Body;Body	S_Shore
cg19057899	0.0104261317862177	-0.0290559373129523	IGF2BP1;IGF2BP1	Body;Body	S_Shore
cg20966754	0.0088084547552884	0.0598132921648491	IGF2BP1;IGF2BP1	Body;Body	Island
cg21616089	8.97511793367843e-12	-0.100709884815837	IGF2BP1;IGF2BP1	Body;Body	N_Shore
cg22896991	5.52355980454041e-18	0.200272776244909	IGF2BP1;IGF2BP1	TSS1500;TSS1500	Island
cg22947322	0.000562988012521248	-0.0241421765281251	IGF2BP1;IGF2BP1	Body;Body	Island
cg23596986	0.0188016142427565	-0.00199679046409307	IGF2BP1;IGF2BP1	Body;Body	N_Shore
cg23825688	1.29432241397664e-05	0.0195320004671602	IGF2BP1;IGF2BP1	TSS200;TSS200	Island
cg24453819	0.000544906721796547	0.105456802289084	IGF2BP1;IGF2BP1	TSS1500;TSS1500	Island
cg24876164	0.745381471100148	0.00597700404385404	IGF2BP1;IGF2BP1	Body;Body	Island
cg25220979	4.20881094562194e-05	-0.0407092322515658	IGF2BP1;IGF2BP1	Body;Body	S_Shore
ch.17.1283089F	0.00240714406171706	-0.0278501459875339	IGF2BP1;IGF2BP1	Body;Body	
cg01127020	0.0011999759486424	-0.0522987226090885	IGF2BP2;IGF2BP2	Body;Body	
cg01678339	0.0422637633379527	0.0319757032949386	IGF2BP2;IGF2BP2	Body;Body	Island
cg01970791	0.000227610812588414	0.0356919495175111	IGF2BP2;IGF2BP2	TSS1500;TSS1500	Island
cg02260885	0.149367542673351	0.0334044803573775	IGF2BP2;IGF2BP2	Body;Body	Island
cg04420862	0.00592145330926421	-0.0935701988350195	IGF2BP2;IGF2BP2	Body;Body	
cg05576949	1.16332990810711e-24	-0.238714325026644	IGF2BP2;IGF2BP2	Body;Body	N_Shore
cg06150454	1.62634818573691e-16	-0.10460708769471	IGF2BP2;IGF2BP2	Body;Body	
cg06374097	0.00450031527722044	-0.0503656250456217	IGF2BP2;IGF2BP2	Body;Body	
cg07396817	0.231985211645957	-0.0803344756857759	IGF2BP2;IGF2BP2	Body;Body	
cg07437908	0.00269498645475273	0.0158051029942049	IGF2BP2;IGF2BP2	Body;Body	
cg08797864	4.41799270251032e-12	-0.138210362195069	IGF2BP2;IGF2BP2	Body;Body	
cg09746170	0.00327578768615336	0.0197454897151784	IGF2BP2;IGF2BP2	Body;Body	Island
cg10695429	4.38655195686227e-08	0.0204389392545876	IGF2BP2;IGF2BP2;IGF2BP2;IGF2BP2	5'UTR;1stExon;1stExon;5'UTR	Island
cg12074728	0.739705788288163	0.00266329581453757	IGF2BP2;IGF2BP2	Body;Body	Island
cg12781915	1.74107407718308e-16	0.229795153213915	IGF2BP2;IGF2BP2	TSS1500;TSS1500	Island
cg13151498	0.0010884013011721	0.0159112775368984	IGF2BP2;IGF2BP2	Body;Body	Island
cg13918631	4.69526575061586e-13	0.0681622468941147	IGF2BP2;C3orf65;IGF2BP2	Body;Body;Body	
cg15487251	7.11644136723297e-21	0.124880685849428	IGF2BP2;IGF2BP2	TSS1500;TSS1500	S_Shore
cg16706546	0.899849688667732	-0.0489087147257617	IGF2BP2;IGF2BP2	Body;Body	
cg18179849	0.0522669000598303	0.0152584336997621	IGF2BP2;IGF2BP2	Body;Body	Island
cg18234011	0.000168213496041436	0.0531697017474708	IGF2BP2;IGF2BP2	TSS1500;TSS1500	Island
cg18267471	0.000172188769473503	0.0179619760872421	IGF2BP2;IGF2BP2	Body;Body	Island
cg18464903	0.659589921131597	-0.0302937539234143	IGF2BP2;IGF2BP2	Body;Body	
cg18863486	0.000880204264501699	-0.00329814084877156	IGF2BP2;IGF2BP2	Body;Body	
cg19032951	1.26698410624612e-11	0.0592006876012788	IGF2BP2;IGF2BP2	Body;Body	Island
cg19952454	3.46516340134951e-25	-0.234305935853078	IGF2BP2;IGF2BP2	Body;Body	
cg23956648	0.00176769337310262	-0.0812446108702316	IGF2BP2;IGF2BP2	Body;Body	
cg24450631	0.0293858633705105	0.0123861662214041	IGF2BP2;IGF2BP2	1stExon;1stExon	Island
cg24960291	2.95615812804721e-21	-0.195088131213594	IGF2BP2;IGF2BP2	Body;Body	N_Shelf
cg00356769	7.88742568169932e-11	-0.0513728820858705	IGF2BP3	Body	Island
cg00508334	5.62416032832654e-10	0.16040099636491	IGF2BP3	TSS1500	S_Shore
cg01429360	1.25201014526287e-12	0.146700900743077	IGF2BP3	Body	Island
cg02302089	2.5875128162982e-19	-0.258576441261916	IGF2BP3	Body	
cg02860543	0.0391887687077712	0.0932726214981228	IGF2BP3	TSS1500	S_Shore
cg03078488	2.57465284877508e-16	-0.140851058409612	IGF2BP3	Body	N_Shore
cg03240301	1.10319625633849e-22	-0.137429300427744	IGF2BP3	Body	
cg03920450	3.93204872056609e-10	-0.116170944101373	IGF2BP3	Body	N_Shore
cg04630448	2.06871370907441e-11	-0.0996519518533105	IGF2BP3	Body	
cg05852760	0.000139096123036659	0.122608257054847	IGF2BP3	Body	Island
cg06632790	0.00184142839131747	-0.0700595767821435	IGF2BP3	Body	
cg07048044	4.15494584462303e-23	-0.128598153987649	IGF2BP3	Body	
cg07060794	2.42771924043961e-27	-0.200025801836523	IGF2BP3	Body	
cg07297397	7.01923564592267e-12	0.254131883677134	IGF2BP3	TSS200	S_Shore
cg08153160	3.03630170479103e-19	0.185633669104657	IGF2BP3	Body	Island
cg08584665	1.38962031997946e-21	-0.214536247244485	IGF2BP3	Body	
cg08812235	1.40873548967913e-06	-0.0162908794288962	IGF2BP3	Body	
cg08939418	0.0724704956052597	-0.0398687433393176	IGF2BP3	TSS1500	S_Shore
cg09087961	1.06038328086747e-28	-0.210047768580563	IGF2BP3	Body	
cg11990443	2.98029245700203e-05	-0.0292256208119827	IGF2BP3	Body	Island
cg12601843	1.33970677367825e-16	0.196083761076803	IGF2BP3	TSS1500	S_Shore
cg12935170	2.84261747133829e-09	0.17671186148703	IGF2BP3	Body	Island
cg15356660	1.89311241653556e-12	-0.098371963094351	IGF2BP3	Body	S_Shore
cg16466899	2.28034995845629e-07	0.190158839545102	IGF2BP3	TSS1500	S_Shore
cg17209188	3.24976029820863e-33	-0.245012127914275	IGF2BP3	Body	
cg17380693	0.000958425685098004	-0.063624513496548	IGF2BP3	Body	
cg17431401	5.01234592702152e-18	0.227210341756813	IGF2BP3	TSS1500	S_Shore
cg18637184	8.62293044362613e-14	-0.0775368574723725	IGF2BP3	Body	N_Shore
cg18792116	3.03845033550502e-10	-0.13015537599089	IGF2BP3	Body	
cg19042950	4.59482134192432e-09	0.0864584490284517	IGF2BP3;IGF2BP3	5'UTR;1stExon	S_Shore
cg20265043	3.59197515986421e-09	0.178674695980963	IGF2BP3	TSS200	S_Shore
cg21025494	0.0768788348891687	0.0270406823457277	IGF2BP3	Body	
cg22545138	8.04281449143698e-05	0.0945696280237674	IGF2BP3	TSS200	S_Shore
cg22646616	4.01402896471061e-14	0.0990755959941034	IGF2BP3	TSS1500	S_Shore
cg22826239	0.000967383471968366	0.14152194192616	IGF2BP3	TSS200	S_Shore
cg23991636	0.867936526870086	0.00158681805573863	IGF2BP3	Body	N_Shore
cg24126432	2.70311075048681e-16	-0.122722995226208	IGF2BP3	Body	N_Shelf
cg24845234	2.42882033349616e-25	0.221609503788376	IGF2BP3	1stExon	Island
cg25282783	5.83517069213292e-06	0.0797846640096948	IGF2BP3	Body	Island
cg26636869	7.08256845372436e-06	0.0770368603921219	IGF2BP3	1stExon	Island
cg27135125	3.65832658494011e-11	0.218365690010073	IGF2BP3	TSS200	S_Shore
cg27302054	1.46795272924883e-14	-0.144144988977941	IGF2BP3	Body	
ch.7.592198R	0.00101328510415794	-0.0139514321376949	IGF2BP3	Body	
cg01692482	0.134263448734336	-0.0737372355800814	ZNF217	1stExon	Island
cg04308938	0.00170408179570989	0.034548772244849	ZNF217	3'UTR	
cg05359207	0.00483790991302559	-0.0194087920991547	ZNF217	Body	N_Shore
cg07617814	0.929852295335589	-0.0443660403801516	ZNF217	1stExon	Island
cg08445782	5.10609127501249e-05	-0.0339273368954285	ZNF217	Body	N_Shelf
cg09029902	5.07356643594186e-25	-0.129950859866567	ZNF217;ZNF217	5'UTR;1stExon	S_Shore
cg09228833	6.98602854783469e-12	-0.090900573001067	ZNF217	TSS200	S_Shore
cg12032027	0.974250425796525	-0.0658212192878728	ZNF217	1stExon	Island
cg17098965	3.84781256654157e-35	-0.346618136031183	ZNF217;ZNF217	5'UTR;1stExon	S_Shore
cg20979153	2.53636847246542e-22	-0.0990114804595694	ZNF217	TSS200	S_Shore
cg02921434	7.2142036718789e-14	-0.1027765398035	ASFMR1;FMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1	Body;TSS200;Body;Body;Body;Body	Island
cg03513471	3.50767690099138e-09	-0.0650930488036315	ASFMR1;FMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1	Body;TSS200;Body;Body;Body;Body	Island
cg04552106	1.2718299244519e-16	-0.100340864830144	ASFMR1;FMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1	Body;TSS200;Body;Body;Body;Body	Island
cg04744025	1.07510939334197e-15	-0.0783348085373503	ASFMR1;ASFMR1;ASFMR1;FMR1;ASFMR1;ASFMR1	Body;Body;Body;TSS1500;Body;Body	Island
cg05288927	2.80596611631949e-06	-0.0708645651761346	ASFMR1;ASFMR1;ASFMR1;FMR1;ASFMR1;ASFMR1	Body;Body;Body;TSS1500;Body;Body	Island
cg07147350	0.000123807213507825	-0.0496300675922289	ASFMR1;ASFMR1;ASFMR1;FMR1;ASFMR1;ASFMR1	Body;Body;Body;TSS1500;Body;Body	N_Shore
cg08434396	1.580536156918e-12	-0.0916065088541426	ASFMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1;FMR1	Body;Body;Body;Body;Body;Body	Island
cg14470409	0.00012968784380632	-0.0498548978817203	ASFMR1;ASFMR1;ASFMR1;FMR1;ASFMR1;ASFMR1	Body;Body;Body;TSS1500;Body;Body	Island
cg16783314	0.00431964242730142	-0.0389500386866955	ASFMR1;ASFMR1;FMR1;ASFMR1;ASFMR1;ASFMR1	Body;Body;1stExon;Body;Body;Body	Island
cg19741073	8.35594411778476e-09	-0.101700227010615	ASFMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1;FMR1	Body;Body;Body;Body;Body;Body	Island
cg21274274	0.231349170431323	-0.0224313420633872	ASFMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1;FMR1	Body;Body;Body;Body;Body;Body	Island
cg21378039	2.25254704905568e-25	-0.117000628476328	ASFMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1;FMR1	Body;Body;Body;Body;Body;Body	S_Shore
cg22417678	7.65099670327433e-20	0.123535465481247	ASFMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1;FMR1	TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;Body	
cg22625568	1.25446242982785e-11	-0.0955446210893602	ASFMR1;ASFMR1;ASFMR1;FMR1;ASFMR1;ASFMR1	Body;Body;Body;TSS1500;Body;Body	N_Shore
cg27064928	4.17392664217606e-08	-0.0652463882684413	ASFMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1;FMR1	Body;Body;Body;Body;Body;Body	S_Shelf
